sisulname,sisuladdr,tel
(주)롱라이프그린케어 강서재가노인복지센터,서울특별시 강서구 양천로 ,02-2665-6512
88등촌데이케어센터,서울특별시 강서구 화곡로61길 ,0236659966
수색실버케어,서울특별시 은평구 수색로 ,023051188
종로시니어스타워,서울특별시 종로구 홍지문길 ,0218775255
두드림복지센터,서울특별시 관악구 행운1길 ,070-8292-5300
사당어르신종합복지관,서울특별시 동작구 남부순환로 ,02-580-2402
사회복지법인 운가자비원 운가데이케어센터,서울특별시 강북구 삼양로112길 ,02-903-1720
효사랑데이케어센터,서울특별시 관악구 신림로12길 ,028779919
성동실버케어요양원,서울특별시 광진구 뚝섬로 ,02-444-6100
태릉365데이케어센터,서울특별시 노원구 화랑로 ,029779177
다사랑요양원,서울특별시 도봉구 도봉로191길 ,029953600
서울숲재활요양원,서울특별시 성동구 뚝섬로 ,024997226
사랑재활요양원2호점,서울특별시 도봉구 덕릉로59아길 ,029077854
효심(라)요양원,서울특별시 중랑구 망우로 ,07045437369
효심(다)요양원,서울특별시 중랑구 망우로,07045437369
잠실데이케어센터,서울특별시 송파구 오금로36길 ,024202838
엔젤요양원,서울특별시 관악구 남부순환로,028655522
가나안요양원,서울특별시 관악구 조원로 ,02-884-8119
작은베들레헴데이케어센터,서울특별시 도봉구 우이천로45길 ,029948377
국민재가복지센터,서울특별시 강서구 공항대로41길 ,0236639119
수명산요양원,서울특별시 강서구 수명로2가길,0226617300
A+행복한그린요양원,서울특별시 노원구 동일로230나길 ,029513877
사랑방요양원,서울특별시 도봉구 도봉로 ,02-955-1190
실버캐슬요양센터,서울특별시 중랑구 동일로 ,029487701
목동중앙데이케어센터,서울특별시 양천구 목동중앙북로7가길 ,02-2654-9712
강일성모노인요양원,서울특별시 강동구 고덕로 ,024269663
강일성모데이케어센터,서울특별시 강동구 고덕로 ,024269663
동작50+센터,서울특별시 동작구 노량진로 ,02-815-1922
구립영등포어르신복지센터,서울특별시 영등포구 영등포동 ,02-2038-8846
카멜리아요양원 단기보호,서울특별시 중랑구 동일로 ,029497719
카멜리아요양원,서울특별시 중랑구 동일로,029497719
꿈에그린요양원1,서울특별시 도봉구 방학로 ,07088385311
구로 미가 요양원,서울특별시 구로구 천왕로,0226136321
도봉은빛요양원,서울특별시 도봉구 방학로 ,070-8831-5311
강서힐링데이케어센터,서울특별시 강서구 수명로 ,0263388500
서울시니어스타워(주)강남본부,서울특별시 강남구 자곡로 ,02-2223-3351
영등포50플러스센터,서울특별시 영등포구 여의도동,0226355060
희나리데이케어센터,서울특별시 송파구 백제고분로42길 ,024133462
사회적협동조합 강서나눔돌봄재가센터,서울특별시 강서구 강서로18길,02-2065-1584
강서사랑요양원,서울특별시 강서구 곰달래로,0221353710
더사랑 데이케어센터,서울특별시 동작구 알마타길,02-6268-0163
도봉시니어클럽,서울특별시 도봉구 도당로,0234923009
홍릉단기보호센터,서울특별시 동대문구 제기로 ,02-960-3460
홍릉요양원,서울특별시 동대문구 제기로,029603460
하이원빌리지,서울특별시 용산구 한강대로40가길 ,027903844
'참좋은요양원,서울특별시 은평구 가좌로 ,023715371
삼성요양원,서울특별시 관악구 호암로 ,028751212
종암요양원,서울특별시 성북구 종암로9길,02-921-1009
햇살요양원,서울특별시 강서구 공항대로41길,02-3665-7772
참사랑실버케어,서울특별시 강서구 까치산로 ,0220651295
그린요양원,서울특별시 도봉구 방학로 ,029568998
주안요양원,서울특별시 은평구 서오릉로13길,023566599
밝은햇살요양원,서울특별시 강서구 강서로29길 ,02-2608-0410
둥지요양원,서울특별시 성북구 오패산로 ,029431235
압구정노인복지센터,서울특별시 강남구 도산대로53길,025489898
압구정데이케어센터,서울특별시 강남구 도산대로53길,02-548-9898
강남구립 세심정데이케어센터,서울특별시 강남구 논현로115길 ,0234437142
학수정데이케어센터,서울특별시 강남구 도산대로17길 ,02-518-9198
마천데이케어센터,서울특별시 송파구 마천로65길 ,024493141
가족사랑요양원,서울특별시 강북구 한천로,029998334
닮터데이케어센터,서울특별시 강북구 오현로 ,029880997
행복케어,서울특별시 송파구 거마로 ,025083870
서울시니어스타워(주) 서울본부,서울특별시 중구 다산로 ,0222329003
행복한노인요양원2,서울특별시 강북구 덕릉로,02-902-6400
행복한노인요양원1,서울특별시 강북구 덕릉로,029026400
가온요양원,서울특별시 노원구 노원로,029513001
한마음요양원,서울특별시 중랑구 용마산로51길,024910174
우리가족요양원 2호점,서울특별시 중랑구 용마산로,024937005
우리가족요양원 1호점,서울특별시 중랑구 용마산로,0222097004
효드림요양원,서울특별시 서대문구 응암로 ,0231510490
소풍데이케어센터,서울특별시 동대문구 한천로 ,0222130076
성심노인요양원,서울특별시 강서구 강서로74길 ,0236632202
실버캐슬요양원,서울특별시 금천구 시흥대로139길,028540627
실버캐슬 그룹홈,서울특별시 금천구 시흥대로139길 ,02-854-0627
아가페데이케어센터,서울특별시 관악구 난곡로 ,028877783
다원요양원,서울특별시 관악구 조원중앙로 ,028586690
다원요양센터,서울특별시 관악구 조원중앙로 ,028586690
영지요양원,서울특별시 중랑구 봉우재로 ,024477621
중랑제일주야간보호센터,서울특별시 중랑구 용마산로112길 ,024323504
신월실버요양원,서울특별시 양천구 곰달래로 ,0226976281
평강요양원단기보호센터,서울특별시 중랑구 용마산로112길 ,024349169
평강요양원,서울특별시 중랑구 용마산로112길 ,024349169
한솔요양원,서울특별시 성북구 오패산로10길 ,029117879
금호데이케어센터,서울특별시 성동구 독서당로 ,0222980086
도우누리편안한요양원,서울특별시 동대문구 한천로37길,0233904645
쌍문늘푸른요양원,서울특별시 도봉구 해등로26길 ,02-994-2751
더행복데이케어센터,서울특별시 광진구 자양로 ,0222018001
드림데이케어센터,서울특별시 동대문구 답십리로 ,0222125536
사랑가득 요양원,서울특별시 금천구 독산로 ,028041030
가천단기보호센터,서울특별시 중랑구 신내로14길,0234232220
가천요양원,서울특별시 중랑구 신내로14길,0234232220
노원50플러스센터,서울특별시 노원구 노원로30길 ,02-930-5060
서울숲요양원,서울특별시 관악구 난향7길 ,02-858-4501
(weforyou)위포유재활데이케어센터,서울특별시 강서구 공항대로 ,0263687330
나이팅게일너싱홈,서울특별시 동작구 남부순환로255길 ,02-583-6711
송파시니어클럽,서울특별시 송파구 백제고분로45길,024241255
송파실벗뜨락,서울특별시 송파구 백제고분로42길 ,024139999
늘봄시니어케어센터,서울특별시 구로구 새말로,028558118
도봉하루요양원2호점,서울특별시 도봉구 방학로3길 ,07081827713
도봉하루요양원1호점,서울특별시 도봉구 방학로3길 ,07081167713
나이팅게일데이케어센터,서울특별시 양천구 신월로,0226453698
THE CLASSIC 500,서울특별시 광진구 능동로 ,02-2218-5712
중랑리베데이케어센터,서울특별시 중랑구 동일로 ,024354333
노블레스타워,서울특별시 성북구 종암로 ,029176090
마더노인요양센터,서울특별시 강동구 명일로 ,024736533
엘림요양원,서울특별시 중랑구 봉우재로 ,024969724
강서샬롬데이케어센터,서울특별시 강서구 방화동로 ,0226636531
엘림요양원 단기보호,서울특별시 중랑구 봉우재로 ,024969724
사랑초 데이케어센터,서울특별시 양천구 지양로 ,02-2605-1190
다솜실버데이케어센터,서울특별시 은평구 서오릉로15길 ,023566004
닥터참사랑요양원,서울특별시 용산구 원효로 ,027110335
(주)KB골든라이프케어 강동케어센터,서울특별시 강동구 강동대로 ,0221355465
우리엄마요양원,서울특별시 성북구 보문로 ,029213002
한가람요양원,서울특별시 강서구 등촌로 ,0226450558
가온실버복지센터,서울특별시 영등포구 여의대방로 ,02-784-5488
성동구립 사근동노인복지센터,서울특별시 성동구 사근동길 ,0269560707
성동구립 사근동데이케어센터,서울특별시 성동구 사근동길 ,0269560708
효사랑나눔데이케어센터,서울특별시 노원구 덕릉로 ,029317959
실버캐슬요양타운,서울특별시 양천구 신월로 ,0220651451
정원단기요양센타,서울특별시 중랑구 용마산로112길,024938859
정원요양원,서울특별시 중랑구 용마산로112길,024938859
경복궁요양센터,서울특별시 송파구 성내천로47길,024080048
중곡요양원,서울특별시 광진구 면목로 ,02-433-8255
다애요양원,서울특별시 성북구 성북로4길 ,029213131
꿈이있는데이케어센터,서울특별시 중랑구 동일로 ,024353200
신효데이케어앤드 주식회사,서울특별시 송파구 가락로 ,024864578
석관데이케어센터,서울특별시 성북구 화랑로,029639993
관악미르친구데이케어센터,서울특별시 관악구 은천로 ,02-889-8330
사랑과섬김요양원,서울특별시 노원구 한글비석로 ,029301288
관악중앙데이케어센터,서울특별시 관악구 봉천로 ,028827171
예성주야간보호센터,서울특별시 구로구 고척로18길 ,02-2060-2075
상지재가장기요양기관,서울특별시 은평구 가좌로,02-745-7372
강북재활요양원2호점,서울특별시 도봉구 도봉로 ,029568700
강북재활요양원,서울특별시 도봉구 도봉로 ,029568700
서림노인복지센터,서울특별시 관악구 신림로,02-883-8892
구로제일데이케어센터,서울특별시 구로구 가마산로27길 ,028555108
스마일시니어 데이케어센터 중랑지점,서울특별시 중랑구 용마산로 ,0220393633
수락데이케어센터,서울특별시 노원구 수락산로 ,0221380355
강동시니어클럽,서울특별시 강동구 천중로 ,02-6713-3779
예원주야간보호센터,서울특별시 중랑구 용마산로 ,024331221
강동미르친구데이케어센터,서울특별시 강동구 천호옛14길,02-489-6656
가족사랑요양원,서울특별시 금천구 시흥대로,028037707
큰사랑요양원,서울특별시 도봉구 도봉로180길 ,02-3399-8713
행복마지요양원,서울특별시 강서구 강서로12길,0226763275
A플러스잠실데이케어센터,서울특별시 송파구 백제고분로 ,0222022235
청춘요양원,서울특별시 도봉구 도봉로180길 ,029540001
은나무요양원,서울특별시 도봉구 도봉로180길 ,02-995-7588
행복요양원,서울특별시 도봉구 도봉로180길 ,029550002
상계요양원,서울특별시 노원구 동일로242바길 ,029313376
새마음요양원,서울특별시 강서구 공항대로41길 ,02-3662-5978
희망요양원,서울특별시 강서구 공항대로41길 ,02-3663-5978
가온데이케어센터,서울특별시 강동구 천호대로 ,02-489-0993
(주)가가호호재가주간복지센터,서울특별시 중랑구 겸재로54길 ,02-433-8765
미소사랑요양원,서울특별시 도봉구 도봉로180길 ,029543322
(사)굿하트 금천데이케어센터,서울특별시 금천구 시흥대로 ,0269527090
사랑나눔데이케어센터1,서울특별시 강북구 도봉로 ,029971366
효도로어르신학교(데이케어센터),서울특별시 구로구 경인로 ,02-2066-7799
선한노인전문요양원,서울특별시 도봉구 덕릉로62길 ,029078686
성내데이케어센터,서울특별시 강동구 풍성로 ,024872592
효심요양원,서울특별시 도봉구 도봉로180길 ,029569977
가족사랑노인요양센터,서울특별시 강북구 월계로 ,029948655
에이스희망케어센터,서울특별시 동대문구 고산자로 ,029593313
효누리요양원,서울특별시 노원구 한글비석로,029371030
다애요양원(단기보호),서울특별시 중랑구 망우로 ,029600119
다애요양원,서울특별시 중랑구 망우로 ,029600119
